,TUCASEID,LEJF_11,LEJF_12,LEJF_13,LEJF_14
7314,20180504182297,1,1,5,1
7315,20180504182313,-1,-1,-1,-1
7316,20180504182314,-1,-1,-1,-1
7317,20180504182322,-1,-1,-1,-1
7318,20180504182324,-1,-1,-1,-1
7319,20180504182329,1,1,2,1
7320,20180504182333,1,1,1,1
7321,20180504182334,-1,-1,-1,-1
7322,20180504182353,1,1,4,1
7323,20180504182359,-1,-1,-1,-1
7324,20180504182361,-1,-1,-1,-1
7325,20180504182374,-1,-1,-1,-1
7326,20180504182393,-1,-1,-1,-1
7327,20180504182394,1,1,1,1
7328,20180504182402,-1,-1,-1,-1
7329,20180504182406,-1,-1,-1,-1
7330,20180504182410,2,-1,-1,-1
7331,20180504182417,-1,-1,-1,-1
7332,20180504182422,-1,-1,-1,-1
7333,20180504182426,-1,-1,-1,-1
7334,20180504182433,-1,-1,-1,-1
7335,20180504182448,1,1,5,1
7336,20180504182457,-1,-1,-1,-1
7337,20180504182460,-1,-1,-1,-1
7338,20180504182475,1,2,3,2
7339,20180504182476,1,1,5,2
7340,20180504182477,2,-1,-1,-1
7341,20180504182488,-1,-1,-1,-1
7342,20180504182493,1,3,1,2
7343,20180504182512,1,2,1,2
7344,20180504182519,1,2,1,2
7345,20180504182523,2,-1,-1,-1
7346,20180504182524,1,1,5,1
7347,20180504182538,-1,-1,-1,-1
7348,20180504182549,-1,-1,-1,-1
7349,20180505180169,-1,-1,-1,-1
7350,20180505180571,-1,-1,-1,-1
7351,20180505180887,-1,-1,-1,-1
7352,20180505181049,2,-1,-1,-1
7353,20180505181172,1,1,3,2
7354,20180505181274,-1,-1,-1,-1
7355,20180505181377,-1,-1,-1,-1
7356,20180505181502,-1,-1,-1,-1
7357,20180505181881,-1,-1,-1,-1
7358,20180505181921,1,2,1,2
7359,20180505182012,-1,-1,-1,-1
7360,20180505182147,-1,-1,-1,-1
7361,20180505182341,-1,-1,-1,-1
7362,20180505182438,1,1,4,1
7363,20180603180689,1,1,3,1
7364,20180603180773,-1,-1,-1,-1
7365,20180603181052,-1,-1,-1,-1
7366,20180603181504,-1,-1,-1,-1
7367,20180603181647,-1,-1,-1,-1
7368,20180604180521,-1,-1,-1,-1
7369,20180604180542,-1,-1,-1,-1
7370,20180604180679,-1,-1,-1,-1
7371,20180604180855,-1,-1,-1,-1
7372,20180604180931,-1,-1,-1,-1
7373,20180604180936,2,-1,-1,-1
7374,20180604180957,-1,-1,-1,-1
7375,20180604181009,-1,-1,-1,-1
7376,20180604181016,-1,-1,-1,-1
7377,20180604181056,-1,-1,-1,-1
7378,20180604181075,1,1,2,1
7379,20180604181170,-1,-1,-1,-1
7380,20180604181174,-1,-1,-1,-1
7381,20180604181184,1,2,1,2
7382,20180604181224,-1,-1,-1,-1
7383,20180604181252,-1,-1,-1,-1
7384,20180604181374,1,1,3,1
7385,20180604181395,1,1,5,2
7386,20180604181405,-1,-1,-1,-1
7387,20180604181421,-1,-1,-1,-1
7388,20180604181443,-1,-1,-1,-1
7389,20180604181459,-1,-1,-1,-1
7390,20180604181467,1,1,3,2
7391,20180604181493,-1,-1,-1,-1
7392,20180604181494,1,2,5,2
7393,20180604181513,1,1,5,1
7394,20180604181525,-1,-1,-1,-1
7395,20180604181589,-1,-1,-1,-1
7396,20180604181618,-1,-1,-1,-1
7397,20180604181630,-1,-1,-1,-1
7398,20180604181642,1,1,5,1
7399,20180604181715,-1,-1,-1,-1
7400,20180604181743,1,1,4,1
7401,20180604181804,1,1,3,1
7402,20180604181896,1,1,3,2
7403,20180604181939,1,3,1,2
7404,20180604181947,-1,-1,-1,-1
7405,20180604181950,-1,-1,-1,-1
7406,20180604181978,-1,-1,-1,-1
7407,20180604182000,-1,-1,-1,-1
7408,20180604182065,-1,-1,-1,-1
7409,20180604182086,1,1,3,1
7410,20180604182107,2,-1,-1,-1
7411,20180604182117,2,-1,-1,-1
7412,20180604182123,1,3,3,2
7413,20180604182159,-1,-1,-1,-1
7414,20180604182163,1,1,3,2
7415,20180604182185,-1,-1,-1,-1
7416,20180604182203,1,2,1,2
7417,20180604182298,-1,-1,-1,-1
7418,20180604182311,-1,-1,-1,-1
7419,20180604182325,-1,-1,-1,-1
7420,20180604182424,-1,-1,-1,-1
7421,20180604182436,-1,-1,-1,-1
7422,20180604182468,2,-1,-1,-1
7423,20180604182492,-1,-1,-1,-1
7424,20180604182515,-1,-1,-1,-1
7425,20180605180072,1,2,1,2
7426,20180605180077,-1,-1,-1,-1
7427,20180605180092,-1,-1,-1,-1
7428,20180605180094,-1,-1,-1,-1
7429,20180605180109,-1,-1,-1,-1
7430,20180605180110,1,1,3,1
7431,20180605180116,-1,-1,-1,-1
7432,20180605180135,1,1,3,1
7433,20180605180148,2,-1,-1,-1
7434,20180605180506,-1,-1,-1,-1
7435,20180605180513,-1,-1,-1,-1
7436,20180605180530,-1,-1,-1,-1
7437,20180605180546,-1,-1,-1,-1
7438,20180605180548,-1,-1,-1,-1
7439,20180605180549,2,-1,-1,-1
7440,20180605180556,-1,-1,-1,-1
7441,20180605180558,-1,-1,-1,-1
7442,20180605180561,1,1,5,2
7443,20180605180566,-1,-1,-1,-1
7444,20180605180575,-1,-1,-1,-1
7445,20180605180578,1,1,5,2
7446,20180605180581,1,1,7,1
7447,20180605180582,-1,-1,-1,-1
7448,20180605180589,2,-1,-1,-1
7449,20180605180599,-1,-1,-1,-1
7450,20180605180605,-1,-1,-1,-1
7451,20180605180613,-1,-1,-1,-1
7452,20180605180617,1,1,5,1
7453,20180605180621,-1,-1,-1,-1
7454,20180605180622,-1,-1,-1,-1
7455,20180605180625,1,1,3,2
7456,20180605180629,-1,-1,-1,-1
7457,20180605180630,1,2,5,1
7458,20180605180637,2,-1,-1,-1
7459,20180605180657,1,3,1,2
7460,20180605180668,-1,-1,-1,-1
7461,20180605180676,-1,-1,-1,-1
7462,20180605180686,-1,-1,-1,-1
7463,20180605180695,-1,-1,-1,-1
7464,20180605180700,1,3,3,1
7465,20180605180702,1,3,6,1
7466,20180605180708,-1,-1,-1,-1
7467,20180605180710,1,1,2,1
7468,20180605180717,-1,-1,-1,-1
7469,20180605180736,-1,-1,-1,-1
7470,20180605180741,1,1,3,1
7471,20180605180743,-1,-1,-1,-1
7472,20180605180754,1,2,5,2
7473,20180605180764,-1,-1,-1,-1
7474,20180605180779,-1,-1,-1,-1
7475,20180605180788,-1,-1,-1,-1
7476,20180605180789,-1,-1,-1,-1
7477,20180605180793,-1,-1,-1,-1
7478,20180605180807,-1,-1,-1,-1
7479,20180605180808,-1,-1,-1,-1
7480,20180605180810,-1,-1,-1,-1
7481,20180605180830,-1,-1,-1,-1
7482,20180605180839,-1,-1,-1,-1
7483,20180605180843,-1,-1,-1,-1
7484,20180605180848,-1,-1,-1,-1
7485,20180605180856,-1,-1,-1,-1
7486,20180605180866,-1,-1,-1,-1
7487,20180605180872,-1,-1,-1,-1
7488,20180605180875,-1,-1,-1,-1
7489,20180605180885,2,-1,-1,-1
7490,20180605180891,-1,-1,-1,-1
7491,20180605180909,1,1,3,1
7492,20180605180912,-1,-1,-1,-1
7493,20180605180915,1,1,5,1
7494,20180605180921,-1,-1,-1,-1
7495,20180605180925,1,1,3,2
7496,20180605180931,-1,-1,-1,-1
7497,20180605180933,-1,-1,-1,-1
7498,20180605180934,1,1,2,1
7499,20180605180937,-1,-1,-1,-1
7500,20180605180967,-1,-1,-1,-1
7501,20180605180975,-1,-1,-1,-1
7502,20180605180995,-1,-1,-1,-1
7503,20180605181005,1,1,6,2
7504,20180605181017,-1,-1,-1,-1
7505,20180605181021,-1,-1,-1,-1
7506,20180605181025,-1,-1,-1,-1
7507,20180605181033,1,1,3,1
7508,20180605181041,-1,-1,-1,-1
7509,20180605181047,-1,-1,-1,-1
7510,20180605181048,-1,-1,-1,-1
7511,20180605181054,-1,-1,-1,-1
7512,20180605181061,-1,-1,-1,-1
7513,20180605181070,-1,-1,-1,-1
7514,20180605181071,1,2,1,2
7515,20180605181085,-1,-1,-1,-1
7516,20180605181086,-1,-1,-1,-1
7517,20180605181090,-1,-1,-1,-1
7518,20180605181094,-1,-1,-1,-1
7519,20180605181098,1,1,5,1
7520,20180605181104,1,1,5,1
7521,20180605181106,-1,-1,-1,-1
7522,20180605181110,1,2,1,1
7523,20180605181116,1,3,4,1
7524,20180605181120,-1,-1,-1,-1
7525,20180605181121,-1,-1,-1,-1
7526,20180605181131,-1,-1,-1,-1
7527,20180605181135,1,1,5,1
7528,20180605181148,-1,-1,-1,-1
7529,20180605181149,-1,-1,-1,-1
7530,20180605181178,-1,-1,-1,-1
7531,20180605181194,-1,-1,-1,-1
7532,20180605181202,-1,-1,-1,-1
7533,20180605181206,-1,-1,-1,-1
7534,20180605181208,1,1,3,1
7535,20180605181220,1,1,4,1
7536,20180605181224,2,-1,-1,-1
7537,20180605181226,-1,-1,-1,-1
7538,20180605181233,-1,-1,-1,-1
7539,20180605181234,1,1,4,2
7540,20180605181240,-1,-1,-1,-1
7541,20180605181245,-1,-1,-1,-1
7542,20180605181263,1,1,2,1
7543,20180605181275,-1,-1,-1,-1
7544,20180605181277,-1,-1,-1,-1
7545,20180605181310,1,1,4,1
7546,20180605181318,-1,-1,-1,-1
7547,20180605181319,1,3,1,1
7548,20180605181330,1,1,5,2
7549,20180605181331,-1,-1,-1,-1
7550,20180605181334,-1,-1,-1,-1
7551,20180605181335,-1,-1,-1,-1
7552,20180605181342,-1,-1,-1,-1
7553,20180605181350,1,1,1,2
7554,20180605181351,-1,-1,-1,-1
7555,20180605181357,2,-1,-1,-1
7556,20180605181360,-1,-1,-1,-1
7557,20180605181374,-1,-1,-1,-1
7558,20180605181387,1,1,2,1
7559,20180605181389,1,2,5,2
7560,20180605181396,-1,-1,-1,-1
7561,20180605181401,-1,-1,-1,-1
7562,20180605181405,-1,-1,-1,-1
7563,20180605181411,-1,-1,-1,-1
7564,20180605181424,1,1,5,2
7565,20180605181430,1,3,1,2
7566,20180605181431,-1,-1,-1,-1
7567,20180605181443,-1,-1,-1,-1
7568,20180605181449,-1,-1,-1,-1
7569,20180605181456,1,1,3,1
7570,20180605181457,-1,-1,-1,-1
7571,20180605181461,1,2,5,1
7572,20180605181464,1,3,3,1
7573,20180605181486,-1,-1,-1,-1
7574,20180605181505,-1,-1,-1,-1
7575,20180605181507,-1,-1,-1,-1
7576,20180605181510,1,2,2,1
7577,20180605181514,1,1,3,1
7578,20180605181520,-1,-1,-1,-1
7579,20180605181548,-1,-1,-1,-1
7580,20180605181552,-1,-1,-1,-1
7581,20180605181554,1,1,3,1
7582,20180605181557,-1,-1,-1,-1
7583,20180605181564,1,1,3,2
7584,20180605181565,-1,-1,-1,-1
7585,20180605181587,-1,-1,-1,-1
7586,20180605181590,1,2,1,1
7587,20180605181593,-1,-1,-1,-1
7588,20180605181603,-1,-1,-1,-1
7589,20180605181607,-1,-1,-1,-1
7590,20180605181613,1,1,5,1
7591,20180605181621,1,2,1,2
7592,20180605181623,-1,-1,-1,-1
7593,20180605181648,-1,-1,-1,-1
7594,20180605181655,-1,-1,-1,-1
7595,20180605181657,-1,-1,-1,-1
7596,20180605181659,-1,-1,-1,-1
7597,20180605181662,1,1,2,1
7598,20180605181665,-1,-1,-1,-1
7599,20180605181668,-1,-1,-1,-1
7600,20180605181669,2,-1,-1,-1
7601,20180605181677,-1,-1,-1,-1
7602,20180605181678,-1,-1,-1,-1
7603,20180605181688,1,1,5,2
7604,20180605181690,-1,-1,-1,-1
7605,20180605181691,-1,-1,-1,-1
7606,20180605181700,-1,-1,-1,-1
7607,20180605181703,-1,-1,-1,-1
7608,20180605181706,2,-1,-1,-1
7609,20180605181710,-1,-1,-1,-1
7610,20180605181743,-1,-1,-1,-1
7611,20180605181745,-1,-1,-1,-1
7612,20180605181748,-1,-1,-1,-1
7613,20180605181752,-1,-1,-1,-1
7614,20180605181773,1,3,3,1
7615,20180605181777,-1,-1,-1,-1
7616,20180605181783,-1,-1,-1,-1
7617,20180605181790,1,1,2,1
7618,20180605181807,1,1,1,2
7619,20180605181808,-1,-1,-1,-1
7620,20180605181810,-1,-1,-1,-1
7621,20180605181819,-1,-1,-1,-1
7622,20180605181827,-1,-1,-1,-1
7623,20180605181830,2,-1,-1,-1
7624,20180605181835,-1,-1,-1,-1
7625,20180605181838,1,2,1,2
7626,20180605181839,-1,-1,-1,-1
7627,20180605181854,-1,-1,-1,-1
7628,20180605181857,1,2,2,1
7629,20180605181860,2,-1,-1,-1
7630,20180605181867,1,2,1,2
7631,20180605181899,-1,-1,-1,-1
7632,20180605181905,-1,-1,-1,-1
7633,20180605181917,2,-1,-1,-1
7634,20180605181926,-1,-1,-1,-1
7635,20180605181928,-1,-1,-1,-1
7636,20180605181929,1,1,2,1
7637,20180605181931,1,3,3,2
7638,20180605181936,2,-1,-1,-1
7639,20180605181958,1,1,1,1
7640,20180605181972,-1,-1,-1,-1
7641,20180605181976,1,1,5,1
7642,20180605181979,-1,-1,-1,-1
7643,20180605181981,-1,-1,-1,-1
7644,20180605181990,-1,-1,-1,-1
7645,20180605182002,1,1,2,1
7646,20180605182005,-1,-1,-1,-1
7647,20180605182014,-1,-1,-1,-1
7648,20180605182030,-1,-1,-1,-1
7649,20180605182032,1,1,2,2
7650,20180605182033,-1,-1,-1,-1
7651,20180605182035,-1,-1,-1,-1
7652,20180605182037,-1,-1,-1,-1
7653,20180605182042,1,3,3,2
7654,20180605182045,1,1,5,1
7655,20180605182048,-1,-1,-1,-1
7656,20180605182054,-1,-1,-1,-1
7657,20180605182062,-1,-1,-1,-1
7658,20180605182064,1,1,3,1
7659,20180605182065,-1,-1,-1,-1
7660,20180605182076,-1,-1,-1,-1
7661,20180605182082,2,-1,-1,-1
7662,20180605182086,1,1,5,1
7663,20180605182100,-1,-1,-1,-1
7664,20180605182101,-1,-1,-1,-1
7665,20180605182107,-1,-1,-1,-1
7666,20180605182108,1,3,5,1
7667,20180605182118,2,-1,-1,-1
7668,20180605182123,-1,-1,-1,-1
7669,20180605182127,-1,-1,-1,-1
7670,20180605182140,-1,-1,-1,-1
7671,20180605182141,-1,-1,-1,-1
7672,20180605182142,-1,-1,-1,-1
7673,20180605182174,-1,-1,-1,-1
7674,20180605182176,-1,-1,-1,-1
7675,20180605182180,-1,-1,-1,-1
7676,20180605182185,-1,-1,-1,-1
7677,20180605182198,-1,-1,-1,-1
7678,20180605182199,-1,-1,-1,-1
7679,20180605182204,-1,-1,-1,-1
7680,20180605182216,-1,-1,-1,-1
7681,20180605182218,-1,-1,-1,-1
7682,20180605182230,1,3,5,2
7683,20180605182236,1,1,5,2
7684,20180605182237,1,2,1,2
7685,20180605182243,1,1,4,1
7686,20180605182245,-1,-1,-1,-1
7687,20180605182246,-1,-1,-1,-1
7688,20180605182247,-1,-1,-1,-1
7689,20180605182251,-1,-1,-1,-1
7690,20180605182256,-1,-1,-1,-1
7691,20180605182269,-1,-1,-1,-1
7692,20180605182273,2,-1,-1,-1
7693,20180605182291,1,3,5,1
7694,20180605182318,-1,-1,-1,-1
7695,20180605182319,1,2,1,1
7696,20180605182320,-1,-1,-1,-1
7697,20180605182328,-1,-1,-1,-1
7698,20180605182353,-1,-1,-1,-1
7699,20180605182361,-1,-1,-1,-1
7700,20180605182362,-1,-1,-1,-1
7701,20180605182368,2,-1,-1,-1
7702,20180605182370,-1,-1,-1,-1
7703,20180605182374,1,1,3,1
7704,20180605182381,2,-1,-1,-1
7705,20180605182384,1,1,5,1
7706,20180605182393,-1,-1,-1,-1
7707,20180605182403,1,1,5,1
7708,20180605182411,-1,-1,-1,-1
7709,20180605182420,-1,-1,-1,-1
7710,20180605182423,-1,-1,-1,-1
7711,20180605182437,-1,-1,-1,-1
7712,20180605182442,-1,-1,-1,-1
7713,20180605182443,1,1,5,1
7714,20180605182444,-1,-1,-1,-1
7715,20180605182445,-1,-1,-1,-1
7716,20180605182450,-1,-1,-1,-1
7717,20180605182454,-1,-1,-1,-1
7718,20180605182479,-1,-1,-1,-1
7719,20180605182503,-1,-1,-1,-1
7720,20180605182510,-1,-1,-1,-1
7721,20180606180001,-1,-1,-1,-1
7722,20180606180024,-1,-1,-1,-1
7723,20180606180085,-1,-1,-1,-1
7724,20180606180101,-1,-1,-1,-1
7725,20180606180547,1,1,5,2
7726,20180606180677,-1,-1,-1,-1
7727,20180606180844,1,1,5,1
7728,20180606180878,-1,-1,-1,-1
7729,20180606180930,1,1,5,1
7730,20180606180978,1,3,3,2
7731,20180606181125,1,1,3,1
7732,20180606181144,-1,-1,-1,-1
7733,20180606181169,-1,-1,-1,-1
7734,20180606181202,-1,-1,-1,-1
7735,20180606181223,1,2,1,2
7736,20180606181296,-1,-1,-1,-1
7737,20180606181318,-1,-1,-1,-1
7738,20180606181346,-1,-1,-1,-1
7739,20180606181395,-1,-1,-1,-1
7740,20180606181397,-1,-1,-1,-1
7741,20180606181442,-1,-1,-1,-1
7742,20180606181443,1,1,5,1
7743,20180606181459,-1,-1,-1,-1
7744,20180606181468,-1,-1,-1,-1
7745,20180606181512,-1,-1,-1,-1
7746,20180606181576,-1,-1,-1,-1
7747,20180606181603,-1,-1,-1,-1
7748,20180606181661,-1,-1,-1,-1
7749,20180606181678,1,2,1,2
7750,20180606181686,1,1,3,1
7751,20180606181691,-1,-1,-1,-1
7752,20180606181700,1,3,3,1
7753,20180606181752,1,1,5,1
7754,20180606181819,-1,-1,-1,-1
7755,20180606181849,1,1,3,2
7756,20180606181860,1,1,1,2
7757,20180606181869,-1,-1,-1,-1
7758,20180606181889,-1,-1,-1,-1
7759,20180606181901,-1,-1,-1,-1
7760,20180606181931,1,1,3,1
7761,20180606181966,-1,-1,-1,-1
7762,20180606182049,1,2,1,2
7763,20180606182056,2,-1,-1,-1
7764,20180606182109,-1,-1,-1,-1
7765,20180606182119,1,1,6,2
7766,20180606182129,1,1,2,1
7767,20180606182135,1,1,2,1
7768,20180606182217,2,-1,-1,-1
7769,20180606182338,-1,-1,-1,-1
7770,20180606182393,-1,-1,-1,-1
7771,20180606182423,-1,-1,-1,-1
7772,20180606182426,-1,-1,-1,-1
7773,20180606182455,-1,-1,-1,-1
7774,20180606182492,-1,-1,-1,-1
7775,20180606182524,-1,-1,-1,-1
7776,20180704182087,1,2,1,2
7777,20180704182541,-1,-1,-1,-1
7778,20180705180127,2,-1,-1,-1
7779,20180705180132,1,1,5,1
7780,20180705180501,-1,-1,-1,-1
7781,20180705180569,-1,-1,-1,-1
7782,20180705180663,-1,-1,-1,-1
7783,20180705180693,-1,-1,-1,-1
7784,20180705180694,-1,-1,-1,-1
7785,20180705180706,2,-1,-1,-1
7786,20180705180713,-1,-1,-1,-1
7787,20180705180767,-1,-1,-1,-1
7788,20180705180797,2,-1,-1,-1
7789,20180705180809,2,-1,-1,-1
7790,20180705180876,-1,-1,-1,-1
7791,20180705180990,-1,-1,-1,-1
7792,20180705180997,-1,-1,-1,-1
7793,20180705181028,1,1,7,1
7794,20180705181050,-1,-1,-1,-1
7795,20180705181079,-1,-1,-1,-1
7796,20180705181170,-1,-1,-1,-1
7797,20180705181183,-1,-1,-1,-1
7798,20180705181218,-1,-1,-1,-1
7799,20180705181230,-1,-1,-1,-1
7800,20180705181279,1,1,5,1
7801,20180705181287,-1,-1,-1,-1
7802,20180705181292,-1,-1,-1,-1
7803,20180705181314,-1,-1,-1,-1
7804,20180705181340,-1,-1,-1,-1
7805,20180705181446,1,1,5,2
7806,20180705181469,-1,-1,-1,-1
7807,20180705181470,1,3,3,1
7808,20180705181566,-1,-1,-1,-1
7809,20180705181658,1,1,4,1
7810,20180705181697,-1,-1,-1,-1
7811,20180705181736,1,1,2,1
7812,20180705181765,1,3,3,1
7813,20180705181809,1,3,2,2
7814,20180705181832,-1,-1,-1,-1
7815,20180705181833,-1,-1,-1,-1
7816,20180705181911,1,3,5,1
7817,20180705181953,-1,-1,-1,-1
7818,20180705181995,1,1,4,2
7819,20180705182052,-1,-1,-1,-1
7820,20180705182069,1,1,1,1
7821,20180705182079,1,1,5,1
7822,20180705182161,1,1,3,1
7823,20180705182183,2,-1,-1,-1
7824,20180705182232,-1,-1,-1,-1
7825,20180705182233,1,1,5,1
7826,20180705182305,-1,-1,-1,-1
7827,20180705182307,1,1,3,1
7828,20180705182323,-1,-1,-1,-1
7829,20180705182339,1,3,1,1
7830,20180705182382,1,1,3,2
7831,20180705182390,-1,-1,-1,-1
7832,20180705182435,-1,-1,-1,-1
7833,20180705182488,-1,-1,-1,-1
7834,20180705182501,-1,-1,-1,-1
7835,20180705182509,-1,-1,-1,-1
7836,20180705182521,1,1,5,1
7837,20180706180022,1,2,1,2
7838,20180706180030,-1,-1,-1,-1
7839,20180706180067,-1,-1,-1,-1
7840,20180706180075,-1,-1,-1,-1
7841,20180706180077,-1,-1,-1,-1
7842,20180706180083,-1,-1,-1,-1
7843,20180706180092,1,1,2,2
7844,20180706180107,-1,-1,-1,-1
7845,20180706180110,1,2,3,1
7846,20180706180126,-1,-1,-1,-1
7847,20180706180136,-1,-1,-1,-1
7848,20180706180151,1,1,1,2
7849,20180706180509,-1,-1,-1,-1
7850,20180706180518,-1,-1,-1,-1
7851,20180706180524,-1,-1,-1,-1
7852,20180706180526,-1,-1,-1,-1
7853,20180706180531,-1,-1,-1,-1
7854,20180706180533,-1,-1,-1,-1
7855,20180706180543,-1,-1,-1,-1
7856,20180706180545,1,1,1,1
7857,20180706180556,-1,-1,-1,-1
7858,20180706180571,-1,-1,-1,-1
7859,20180706180576,-1,-1,-1,-1
7860,20180706180587,-1,-1,-1,-1
7861,20180706180601,1,3,5,1
7862,20180706180625,1,2,1,2
7863,20180706180628,1,1,3,1
7864,20180706180630,-1,-1,-1,-1
7865,20180706180650,-1,-1,-1,-1
7866,20180706180656,1,1,3,1
7867,20180706180658,-1,-1,-1,-1
7868,20180706180660,-1,-1,-1,-1
7869,20180706180661,2,-1,-1,-1
7870,20180706180673,-1,-1,-1,-1
7871,20180706180681,-1,-1,-1,-1
7872,20180706180685,1,1,5,2
7873,20180706180688,-1,-1,-1,-1
7874,20180706180692,2,-1,-1,-1
7875,20180706180696,1,1,4,1
7876,20180706180706,-1,-1,-1,-1
7877,20180706180708,-1,-1,-1,-1
7878,20180706180712,-1,-1,-1,-1
7879,20180706180728,-1,-1,-1,-1
7880,20180706180729,1,2,1,2
7881,20180706180750,1,3,5,1
7882,20180706180758,1,1,5,1
7883,20180706180763,-1,-1,-1,-1
7884,20180706180777,1,1,2,2
7885,20180706180794,1,2,1,1
7886,20180706180803,-1,-1,-1,-1
7887,20180706180805,-1,-1,-1,-1
7888,20180706180812,1,1,5,2
7889,20180706180814,-1,-1,-1,-1
7890,20180706180816,1,1,1,1
7891,20180706180829,1,1,7,2
7892,20180706180833,-1,-1,-1,-1
7893,20180706180836,-1,-1,-1,-1
7894,20180706180838,-1,-1,-1,-1
7895,20180706180853,1,1,3,1
7896,20180706180872,-1,-1,-1,-1
7897,20180706180873,-1,-1,-1,-1
7898,20180706180877,1,1,3,2
7899,20180706180880,-1,-1,-1,-1
7900,20180706180885,-1,-1,-1,-1
7901,20180706180896,-1,-1,-1,-1
7902,20180706180911,-1,-1,-1,-1
7903,20180706180912,1,2,4,1
7904,20180706180921,-1,-1,-1,-1
7905,20180706180938,-1,-1,-1,-1
7906,20180706180939,-1,-1,-1,-1
7907,20180706180940,-1,-1,-1,-1
7908,20180706180947,2,-1,-1,-1
7909,20180706180951,-1,-1,-1,-1
7910,20180706180954,-1,-1,-1,-1
7911,20180706180955,-1,-1,-1,-1
7912,20180706180958,1,1,1,1
7913,20180706180961,-1,-1,-1,-1
7914,20180706180973,-1,-1,-1,-1
7915,20180706180986,-1,-1,-1,-1
7916,20180706180991,-1,-1,-1,-1
7917,20180706180994,-1,-1,-1,-1
7918,20180706181005,2,-1,-1,-1
7919,20180706181006,-1,-1,-1,-1
7920,20180706181007,-1,-1,-1,-1
7921,20180706181013,-1,-1,-1,-1
7922,20180706181024,-1,-1,-1,-1
7923,20180706181026,1,1,5,1
7924,20180706181037,-1,-1,-1,-1
7925,20180706181044,-1,-1,-1,-1
7926,20180706181054,-1,-1,-1,-1
7927,20180706181059,-1,-1,-1,-1
7928,20180706181063,-1,-1,-1,-1
7929,20180706181066,-1,-1,-1,-1
7930,20180706181079,-1,-1,-1,-1
7931,20180706181080,1,1,2,1
7932,20180706181081,-1,-1,-1,-1
7933,20180706181084,-1,-1,-1,-1
7934,20180706181087,-1,-1,-1,-1
7935,20180706181095,-1,-1,-1,-1
7936,20180706181097,-1,-1,-1,-1
7937,20180706181117,-1,-1,-1,-1
7938,20180706181127,-1,-1,-1,-1
7939,20180706181135,-1,-1,-1,-1
7940,20180706181137,-1,-1,-1,-1
7941,20180706181139,-1,-1,-1,-1
7942,20180706181141,1,1,5,2
7943,20180706181149,-1,-1,-1,-1
7944,20180706181156,1,3,1,2
7945,20180706181167,-1,-1,-1,-1
7946,20180706181191,1,2,3,1
7947,20180706181194,-1,-1,-1,-1
7948,20180706181203,1,1,6,1
7949,20180706181211,1,1,3,1
7950,20180706181212,-1,-1,-1,-1
7951,20180706181214,1,1,3,1
7952,20180706181216,1,1,4,1
7953,20180706181222,-1,-1,-1,-1
7954,20180706181236,-1,-1,-1,-1
7955,20180706181239,1,1,5,1
7956,20180706181241,-1,-1,-1,-1
7957,20180706181243,-1,-1,-1,-1
7958,20180706181249,-1,-1,-1,-1
7959,20180706181266,-1,-1,-1,-1
7960,20180706181269,-1,-1,-1,-1
7961,20180706181273,-1,-1,-1,-1
7962,20180706181275,-1,-1,-1,-1
7963,20180706181276,-1,-1,-1,-1
7964,20180706181278,1,1,3,2
7965,20180706181285,1,2,5,2
7966,20180706181301,-1,-1,-1,-1
7967,20180706181317,-1,-1,-1,-1
7968,20180706181330,-1,-1,-1,-1
7969,20180706181333,-1,-1,-1,-1
7970,20180706181334,-1,-1,-1,-1
7971,20180706181335,-1,-1,-1,-1
7972,20180706181340,-1,-1,-1,-1
7973,20180706181342,-1,-1,-1,-1
7974,20180706181358,-1,-1,-1,-1
7975,20180706181367,2,-1,-1,-1
7976,20180706181378,-1,-1,-1,-1
7977,20180706181393,-1,-1,-1,-1
7978,20180706181412,-1,-1,-1,-1
7979,20180706181451,-1,-1,-1,-1
7980,20180706181454,-1,-1,-1,-1
7981,20180706181456,2,-1,-1,-1
7982,20180706181457,-1,-1,-1,-1
7983,20180706181463,1,2,1,2
7984,20180706181475,1,1,2,2
7985,20180706181479,-1,-1,-1,-1
7986,20180706181490,1,1,1,2
7987,20180706181491,-1,-1,-1,-1
7988,20180706181498,-1,-1,-1,-1
7989,20180706181508,2,-1,-1,-1
7990,20180706181516,-1,-1,-1,-1
7991,20180706181518,-1,-1,-1,-1
7992,20180706181520,1,2,1,2
7993,20180706181521,-1,-1,-1,-1
7994,20180706181532,-1,-1,-1,-1
7995,20180706181540,-1,-1,-1,-1
7996,20180706181552,-1,-1,-1,-1
7997,20180706181553,-1,-1,-1,-1
7998,20180706181573,-1,-1,-1,-1
7999,20180706181581,-1,-1,-1,-1
8000,20180706181592,2,-1,-1,-1
8001,20180706181596,-1,-1,-1,-1
8002,20180706181597,2,-1,-1,-1
8003,20180706181606,-1,-1,-1,-1
8004,20180706181608,-1,-1,-1,-1
8005,20180706181622,-1,-1,-1,-1
8006,20180706181628,-1,-1,-1,-1
8007,20180706181642,1,2,1,2
8008,20180706181645,1,1,5,2
8009,20180706181656,-1,-1,-1,-1
8010,20180706181659,-1,-1,-1,-1
8011,20180706181660,1,1,1,1
8012,20180706181669,-1,-1,-1,-1
8013,20180706181673,1,1,1,1
8014,20180706181684,-1,-1,-1,-1
8015,20180706181693,-1,-1,-1,-1
8016,20180706181697,-1,-1,-1,-1
