,TUCASEID,LEJF_11,LEJF_12,LEJF_13,LEJF_14
2486,20170605170942,1,1,1,2
2487,20170605170953,-1,-1,-1,-1
2488,20170605170955,-1,-1,-1,-1
2489,20170605170961,-1,-1,-1,-1
2490,20170605170965,-1,-1,-1,-1
2491,20170605170968,1,3,5,1
2492,20170605170976,-1,-1,-1,-1
2493,20170605170980,-1,-1,-1,-1
2494,20170605170987,-1,-1,-1,-1
2495,20170605170998,-1,-1,-1,-1
2496,20170605171002,1,2,1,2
2497,20170605171004,-1,-1,-1,-1
2498,20170605171007,-1,-1,-1,-1
2499,20170605171013,-1,-1,-1,-1
2500,20170605171036,-1,-1,-1,-1
2501,20170605171042,-1,-1,-1,-1
2502,20170605171043,1,3,1,2
2503,20170605171056,-1,-1,-1,-1
2504,20170605171065,1,1,2,1
2505,20170605171074,1,2,1,2
2506,20170605171079,2,-1,-1,-1
2507,20170605171107,-1,-1,-1,-1
2508,20170605171117,-1,-1,-1,-1
2509,20170605171121,-1,-1,-1,-1
2510,20170605171134,-1,-1,-1,-1
2511,20170605171160,1,1,2,1
2512,20170605171163,1,2,5,2
2513,20170605171172,2,-1,-1,-1
2514,20170605171176,-1,-1,-1,-1
2515,20170605171179,1,1,1,1
2516,20170605171183,-1,-1,-1,-1
2517,20170605171184,-1,-1,-1,-1
2518,20170605171192,2,-1,-1,-1
2519,20170605171193,2,-1,-1,-1
2520,20170605171196,1,1,2,1
2521,20170605171198,1,1,5,1
2522,20170605171199,1,1,1,1
2523,20170605171207,-1,-1,-1,-1
2524,20170605171224,-1,-1,-1,-1
2525,20170605171227,-1,-1,-1,-1
2526,20170605171247,-1,-1,-1,-1
2527,20170605171260,-1,-1,-1,-1
2528,20170605171261,1,2,1,2
2529,20170605171262,-1,-1,-1,-1
2530,20170605171263,-1,-1,-1,-1
2531,20170605171265,-1,-1,-1,-1
2532,20170605171300,-1,-1,-1,-1
2533,20170605171304,-1,-1,-1,-1
2534,20170605171308,-1,-1,-1,-1
2535,20170605171316,1,1,3,1
2536,20170605171325,-1,-1,-1,-1
2537,20170605171331,-1,-1,-1,-1
2538,20170605171332,-1,-1,-1,-1
2539,20170605171337,-1,-1,-1,-1
2540,20170605171338,-1,-1,-1,-1
2541,20170605171344,-1,-1,-1,-1
2542,20170605171360,-1,-1,-1,-1
2543,20170605171363,1,2,1,2
2544,20170605171366,1,1,3,1
2545,20170605171370,-1,-1,-1,-1
2546,20170605171373,-1,-1,-1,-1
2547,20170605171392,-1,-1,-1,-1
2548,20170605171404,-1,-1,-1,-1
2549,20170605171406,-1,-1,-1,-1
2550,20170605171410,1,1,2,1
2551,20170605171417,-1,-1,-1,-1
2552,20170605171421,-1,-1,-1,-1
2553,20170605171443,-1,-1,-1,-1
2554,20170605171449,1,2,1,1
2555,20170605171453,-1,-1,-1,-1
2556,20170605171463,-1,-1,-1,-1
2557,20170605171467,1,1,3,2
2558,20170605171468,-1,-1,-1,-1
2559,20170605171475,-1,-1,-1,-1
2560,20170605171481,-1,-1,-1,-1
2561,20170605171491,1,1,5,1
2562,20170605171493,1,3,5,1
2563,20170605171498,-1,-1,-1,-1
2564,20170605171510,1,2,2,1
2565,20170605171511,1,3,4,1
2566,20170605171512,-1,-1,-1,-1
2567,20170605171517,-1,-1,-1,-1
2568,20170605171551,-1,-1,-1,-1
2569,20170605171554,2,-1,-1,-1
2570,20170605171563,-1,-1,-1,-1
2571,20170605171574,-1,-1,-1,-1
2572,20170605171578,-1,-1,-1,-1
2573,20170605171583,2,-1,-1,-1
2574,20170605171601,-1,-1,-1,-1
2575,20170605171603,1,1,3,2
2576,20170605171606,-1,-1,-1,-1
2577,20170605171626,-1,-1,-1,-1
2578,20170605171630,-1,-1,-1,-1
2579,20170605171654,1,2,1,2
2580,20170605171665,-1,-1,-1,-1
2581,20170605171672,1,1,2,1
2582,20170605171675,1,1,3,1
2583,20170605171676,-1,-1,-1,-1
2584,20170605171685,1,2,1,2
2585,20170605171692,-1,-1,-1,-1
2586,20170605171694,-1,-1,-1,-1
2587,20170605171711,-1,-1,-1,-1
2588,20170605171717,-1,-1,-1,-1
2589,20170605171721,1,2,1,1
2590,20170605171731,-1,-1,-1,-1
2591,20170605171734,1,1,6,2
2592,20170605171737,1,3,3,1
2593,20170605171746,-1,-1,-1,-1
2594,20170605171758,-1,-1,-1,-1
2595,20170605171763,-1,-1,-1,-1
2596,20170605171767,-1,-1,-1,-1
2597,20170605171771,-1,-1,-1,-1
2598,20170605171812,-1,-1,-1,-1
2599,20170605171825,-1,-1,-1,-1
2600,20170605171848,-1,-1,-1,-1
2601,20170605171854,1,1,2,1
2602,20170605171855,1,2,1,2
2603,20170605171872,-1,-1,-1,-1
2604,20170605171902,-1,-1,-1,-1
2605,20170605171904,-1,-1,-1,-1
2606,20170605171911,1,2,1,2
2607,20170605171917,-1,-1,-1,-1
2608,20170605171922,-1,-1,-1,-1
2609,20170605171923,-1,-1,-1,-1
2610,20170605171925,1,2,1,2
2611,20170605171931,-1,-1,-1,-1
2612,20170605171943,1,2,5,1
2613,20170605171959,1,1,3,2
2614,20170605171980,-1,-1,-1,-1
2615,20170605171981,-1,-1,-1,-1
2616,20170605172005,-1,-1,-1,-1
2617,20170605172013,1,3,2,1
2618,20170605172014,-1,-1,-1,-1
2619,20170605172019,1,1,5,2
2620,20170605172022,-1,-1,-1,-1
2621,20170605172025,-1,-1,-1,-1
2622,20170605172026,-1,-1,-1,-1
2623,20170605172057,1,3,3,2
2624,20170605172059,-1,-1,-1,-1
2625,20170605172071,-1,-1,-1,-1
2626,20170605172072,-1,-1,-1,-1
2627,20170605172074,-1,-1,-1,-1
2628,20170605172080,-1,-1,-1,-1
2629,20170605172090,1,1,5,1
2630,20170605172103,2,-1,-1,-1
2631,20170605172118,1,2,4,1
2632,20170605172124,-1,-1,-1,-1
2633,20170605172125,-1,-1,-1,-1
2634,20170605172135,-1,-1,-1,-1
2635,20170605172137,-1,-1,-1,-1
2636,20170605172144,-1,-1,-1,-1
2637,20170605172145,1,1,3,2
2638,20170605172151,2,-1,-1,-1
2639,20170605172177,-1,-1,-1,-1
2640,20170605172179,-1,-1,-1,-1
2641,20170605172182,1,1,5,2
2642,20170605172189,-1,-1,-1,-1
2643,20170605172191,1,1,4,1
2644,20170605172195,-1,-1,-1,-1
2645,20170605172200,-1,-1,-1,-1
2646,20170605172207,1,1,4,2
2647,20170605172214,-1,-1,-1,-1
2648,20170605172227,1,2,4,1
2649,20170605172229,-1,-1,-1,-1
2650,20170605172234,-1,-1,-1,-1
2651,20170605172246,-1,-1,-1,-1
2652,20170605172253,1,1,5,1
2653,20170605172254,1,2,1,2
2654,20170605172272,-1,-1,-1,-1
2655,20170605172297,-1,-1,-1,-1
2656,20170605172300,-1,-1,-1,-1
2657,20170605172302,-1,-1,-1,-1
2658,20170605172304,-1,-1,-1,-1
2659,20170605172332,1,1,1,2
2660,20170605172337,-1,-1,-1,-1
2661,20170605172347,-1,-1,-1,-1
2662,20170605172348,-1,-1,-1,-1
2663,20170605172351,-1,-1,-1,-1
2664,20170605172359,-1,-1,-1,-1
2665,20170605172376,1,3,3,1
2666,20170605172379,1,1,2,1
2667,20170605172388,-1,-1,-1,-1
2668,20170605172394,1,1,4,1
2669,20170605172400,2,-1,-1,-1
2670,20170605172413,-1,-1,-1,-1
2671,20170605172418,-1,-1,-1,-1
2672,20170605172426,1,1,2,1
2673,20170605172432,1,1,5,1
2674,20170605172440,-1,-1,-1,-1
2675,20170605172445,-1,-1,-1,-1
2676,20170605172449,-1,-1,-1,-1
2677,20170605172451,1,2,1,2
2678,20170605172453,-1,-1,-1,-1
2679,20170605172454,2,-1,-1,-1
2680,20170605172460,1,1,1,2
2681,20170605172467,1,2,1,2
2682,20170605172469,2,-1,-1,-1
2683,20170605172475,-1,-1,-1,-1
2684,20170605172477,-1,-1,-1,-1
2685,20170605172479,-1,-1,-1,-1
2686,20170605172480,-1,-1,-1,-1
2687,20170605172481,-1,-1,-1,-1
2688,20170605172484,1,3,4,1
2689,20170605172491,-1,-1,-1,-1
2690,20170605172497,-1,-1,-1,-1
2691,20170605172502,-1,-1,-1,-1
2692,20170605172509,1,1,3,2
2693,20170605172518,1,3,2,1
2694,20170605172525,-1,-1,-1,-1
2695,20170605172532,1,1,2,1
2696,20170605172534,-1,-1,-1,-1
2697,20170605172539,-1,-1,-1,-1
2698,20170605172542,-1,-1,-1,-1
2699,20170605172556,-1,-1,-1,-1
2700,20170606170522,-1,-1,-1,-1
2701,20170606170525,-1,-1,-1,-1
2702,20170606170562,-1,-1,-1,-1
2703,20170606170586,-1,-1,-1,-1
2704,20170606170610,-1,-1,-1,-1
2705,20170606170754,-1,-1,-1,-1
2706,20170606170865,-1,-1,-1,-1
2707,20170606170987,-1,-1,-1,-1
2708,20170606171076,-1,-1,-1,-1
2709,20170606171149,1,1,6,2
2710,20170606171151,1,3,3,1
2711,20170606171238,1,1,3,2
2712,20170606171295,-1,-1,-1,-1
2713,20170606171353,1,1,5,1
2714,20170606171481,1,1,5,2
2715,20170606171502,1,1,6,1
2716,20170606171660,-1,-1,-1,-1
2717,20170606171678,1,1,4,1
2718,20170606171685,-1,-1,-1,-1
2719,20170606171707,-1,-1,-1,-1
2720,20170606171780,-1,-1,-1,-1
2721,20170606171885,-1,-1,-1,-1
2722,20170606171907,-1,-1,-1,-1
2723,20170606171968,1,1,5,1
2724,20170606171985,-1,-1,-1,-1
2725,20170606172053,-1,-1,-1,-1
2726,20170606172143,-1,-1,-1,-1
2727,20170606172230,-1,-1,-1,-1
2728,20170606172274,-1,-1,-1,-1
2729,20170606172354,-1,-1,-1,-1
2730,20170606172444,-1,-1,-1,-1
2731,20170606172461,1,1,4,1
2732,20170606172513,1,1,5,2
2733,20170606172550,1,1,3,2
2734,20170704170531,1,1,5,1
2735,20170704170567,-1,-1,-1,-1
2736,20170704170580,1,1,4,1
2737,20170704170770,1,2,1,1
2738,20170704171930,-1,-1,-1,-1
2739,20170704172080,-1,-1,-1,-1
2740,20170704172191,2,-1,-1,-1
2741,20170704172201,1,2,1,2
2742,20170705170029,-1,-1,-1,-1
2743,20170705170120,-1,-1,-1,-1
2744,20170705170124,1,2,1,1
2745,20170705170515,-1,-1,-1,-1
2746,20170705170531,-1,-1,-1,-1
2747,20170705170543,-1,-1,-1,-1
2748,20170705170546,-1,-1,-1,-1
2749,20170705170574,2,-1,-1,-1
2750,20170705170676,1,1,5,1
2751,20170705170702,-1,-1,-1,-1
2752,20170705170720,-1,-1,-1,-1
2753,20170705170755,-1,-1,-1,-1
2754,20170705170771,-1,-1,-1,-1
2755,20170705170803,-1,-1,-1,-1
2756,20170705170818,-1,-1,-1,-1
2757,20170705170883,-1,-1,-1,-1
2758,20170705170937,-1,-1,-1,-1
2759,20170705170966,-1,-1,-1,-1
2760,20170705171029,-1,-1,-1,-1
2761,20170705171064,1,3,3,2
2762,20170705171082,-1,-1,-1,-1
2763,20170705171110,-1,-1,-1,-1
2764,20170705171220,-1,-1,-1,-1
2765,20170705171251,1,3,3,2
2766,20170705171287,1,1,3,2
2767,20170705171438,1,1,5,1
2768,20170705171457,-1,-1,-1,-1
2769,20170705171516,-1,-1,-1,-1
2770,20170705171620,1,1,5,1
2771,20170705171624,-1,-1,-1,-1
2772,20170705171644,1,1,2,1
2773,20170705171658,-1,-1,-1,-1
2774,20170705171743,-1,-1,-1,-1
2775,20170705171761,-1,-1,-1,-1
2776,20170705171770,1,1,2,1
2777,20170705171785,1,3,3,2
2778,20170705171805,-1,-1,-1,-1
2779,20170705171822,-1,-1,-1,-1
2780,20170705171824,-1,-1,-1,-1
2781,20170705171841,-1,-1,-1,-1
2782,20170705171847,-1,-1,-1,-1
2783,20170705171873,1,1,3,2
2784,20170705171928,-1,-1,-1,-1
2785,20170705171939,-1,-1,-1,-1
2786,20170705171953,1,1,1,2
2787,20170705171989,1,2,7,2
2788,20170705172000,-1,-1,-1,-1
2789,20170705172009,1,1,4,1
2790,20170705172045,-1,-1,-1,-1
2791,20170705172070,-1,-1,-1,-1
2792,20170705172238,1,1,1,2
2793,20170705172241,-1,-1,-1,-1
2794,20170705172265,-1,-1,-1,-1
2795,20170705172282,1,1,1,2
2796,20170705172306,-1,-1,-1,-1
2797,20170705172335,1,1,1,2
2798,20170705172341,1,1,1,2
2799,20170705172358,1,1,5,2
2800,20170705172374,1,1,5,1
2801,20170705172386,-1,-1,-1,-1
2802,20170705172482,-1,-1,-1,-1
2803,20170705172508,-1,-1,-1,-1
2804,20170705172538,-1,-1,-1,-1
2805,20170705172549,-1,-1,-1,-1
2806,20170706170008,2,-1,-1,-1
2807,20170706170011,1,1,3,1
2808,20170706170023,-1,-1,-1,-1
2809,20170706170034,-1,-1,-1,-1
2810,20170706170042,-1,-1,-1,-1
2811,20170706170044,-1,-1,-1,-1
2812,20170706170053,-1,-1,-1,-1
2813,20170706170059,-1,-1,-1,-1
2814,20170706170078,-1,-1,-1,-1
2815,20170706170088,-1,-1,-1,-1
2816,20170706170091,2,-1,-1,-1
2817,20170706170093,1,2,5,2
2818,20170706170094,-1,-1,-1,-1
2819,20170706170097,1,3,4,1
2820,20170706170101,-1,-1,-1,-1
2821,20170706170104,-1,-1,-1,-1
2822,20170706170125,1,1,5,2
2823,20170706170527,2,-1,-1,-1
2824,20170706170548,2,-1,-1,-1
2825,20170706170553,-1,-1,-1,-1
2826,20170706170570,-1,-1,-1,-1
2827,20170706170572,-1,-1,-1,-1
2828,20170706170573,-1,-1,-1,-1
2829,20170706170575,-1,-1,-1,-1
2830,20170706170589,-1,-1,-1,-1
2831,20170706170598,1,1,3,1
2832,20170706170601,2,-1,-1,-1
2833,20170706170611,1,1,6,2
2834,20170706170612,-1,-1,-1,-1
2835,20170706170619,-1,-1,-1,-1
2836,20170706170641,-1,-1,-1,-1
2837,20170706170649,-1,-1,-1,-1
2838,20170706170656,-1,-1,-1,-1
2839,20170706170661,-1,-1,-1,-1
2840,20170706170667,1,2,2,2
2841,20170706170674,-1,-1,-1,-1
2842,20170706170698,1,2,1,2
2843,20170706170701,-1,-1,-1,-1
2844,20170706170712,-1,-1,-1,-1
2845,20170706170719,-1,-1,-1,-1
2846,20170706170721,-1,-1,-1,-1
2847,20170706170722,-1,-1,-1,-1
2848,20170706170737,-1,-1,-1,-1
2849,20170706170741,-1,-1,-1,-1
2850,20170706170748,-1,-1,-1,-1
2851,20170706170752,-1,-1,-1,-1
2852,20170706170764,-1,-1,-1,-1
2853,20170706170785,-1,-1,-1,-1
2854,20170706170787,-1,-1,-1,-1
2855,20170706170805,2,-1,-1,-1
2856,20170706170806,1,1,4,1
2857,20170706170814,-1,-1,-1,-1
2858,20170706170817,-1,-1,-1,-1
2859,20170706170827,-1,-1,-1,-1
2860,20170706170840,-1,-1,-1,-1
2861,20170706170854,1,2,4,2
2862,20170706170859,2,-1,-1,-1
2863,20170706170873,-1,-1,-1,-1
2864,20170706170875,-1,-1,-1,-1
2865,20170706170889,-1,-1,-1,-1
2866,20170706170909,-1,-1,-1,-1
2867,20170706170910,-1,-1,-1,-1
2868,20170706170913,-1,-1,-1,-1
2869,20170706170914,2,-1,-1,-1
2870,20170706170917,-1,-1,-1,-1
2871,20170706170918,1,1,4,2
2872,20170706170931,-1,-1,-1,-1
2873,20170706170935,1,3,3,2
2874,20170706170956,-1,-1,-1,-1
2875,20170706170961,1,2,3,2
2876,20170706170973,-1,-1,-1,-1
2877,20170706171016,1,1,4,1
2878,20170706171018,-1,-1,-1,-1
2879,20170706171022,-1,-1,-1,-1
2880,20170706171024,1,1,1,1
2881,20170706171026,-1,-1,-1,-1
2882,20170706171051,-1,-1,-1,-1
2883,20170706171069,1,1,2,1
2884,20170706171080,1,2,2,2
2885,20170706171083,-1,-1,-1,-1
2886,20170706171084,-1,-1,-1,-1
2887,20170706171089,-1,-1,-1,-1
2888,20170706171125,-1,-1,-1,-1
2889,20170706171133,1,3,3,1
2890,20170706171136,1,2,1,2
2891,20170706171143,-1,-1,-1,-1
2892,20170706171145,-1,-1,-1,-1
2893,20170706171154,-1,-1,-1,-1
2894,20170706171163,-1,-1,-1,-1
2895,20170706171178,-1,-1,-1,-1
2896,20170706171190,-1,-1,-1,-1
2897,20170706171194,-1,-1,-1,-1
2898,20170706171211,-1,-1,-1,-1
2899,20170706171217,1,2,5,1
2900,20170706171234,-1,-1,-1,-1
2901,20170706171239,1,2,1,2
2902,20170706171244,-1,-1,-1,-1
2903,20170706171252,-1,-1,-1,-1
2904,20170706171255,-1,-1,-1,-1
2905,20170706171257,1,1,3,1
2906,20170706171259,-1,-1,-1,-1
2907,20170706171262,1,1,7,2
2908,20170706171264,-1,-1,-1,-1
2909,20170706171270,-1,-1,-1,-1
2910,20170706171271,-1,-1,-1,-1
2911,20170706171272,1,1,5,1
2912,20170706171275,-1,-1,-1,-1
2913,20170706171285,-1,-1,-1,-1
2914,20170706171291,-1,-1,-1,-1
2915,20170706171293,-1,-1,-1,-1
2916,20170706171294,-1,-1,-1,-1
2917,20170706171306,1,1,1,1
2918,20170706171310,1,1,3,1
2919,20170706171314,1,1,2,1
2920,20170706171323,1,2,2,2
2921,20170706171326,-1,-1,-1,-1
2922,20170706171334,-1,-1,-1,-1
2923,20170706171338,-1,-1,-1,-1
2924,20170706171363,1,1,2,2
2925,20170706171370,-1,-1,-1,-1
2926,20170706171384,-1,-1,-1,-1
2927,20170706171389,2,-1,-1,-1
2928,20170706171410,-1,-1,-1,-1
2929,20170706171413,-1,-1,-1,-1
2930,20170706171419,1,2,2,1
2931,20170706171426,-1,-1,-1,-1
2932,20170706171429,1,3,3,2
2933,20170706171446,-1,-1,-1,-1
2934,20170706171461,1,1,2,1
2935,20170706171462,-1,-1,-1,-1
2936,20170706171468,-1,-1,-1,-1
2937,20170706171477,-1,-1,-1,-1
2938,20170706171484,-1,-1,-1,-1
2939,20170706171489,1,1,7,2
2940,20170706171498,-1,-1,-1,-1
2941,20170706171506,-1,-1,-1,-1
2942,20170706171508,-1,-1,-1,-1
2943,20170706171511,-1,-1,-1,-1
2944,20170706171516,-1,-1,-1,-1
2945,20170706171536,-1,-1,-1,-1
2946,20170706171550,-1,-1,-1,-1
2947,20170706171558,-1,-1,-1,-1
2948,20170706171560,-1,-1,-1,-1
2949,20170706171561,-1,-1,-1,-1
2950,20170706171567,-1,-1,-1,-1
2951,20170706171572,-1,-1,-1,-1
2952,20170706171578,-1,-1,-1,-1
2953,20170706171585,2,-1,-1,-1
2954,20170706171587,2,-1,-1,-1
2955,20170706171589,1,1,5,1
2956,20170706171599,-1,-1,-1,-1
2957,20170706171601,-1,-1,-1,-1
2958,20170706171604,-1,-1,-1,-1
2959,20170706171619,-1,-1,-1,-1
2960,20170706171621,2,-1,-1,-1
2961,20170706171633,1,1,4,2
2962,20170706171634,-1,-1,-1,-1
2963,20170706171638,-1,-1,-1,-1
2964,20170706171645,-1,-1,-1,-1
2965,20170706171648,-1,-1,-1,-1
2966,20170706171666,1,1,6,1
2967,20170706171701,-1,-1,-1,-1
2968,20170706171710,2,-1,-1,-1
2969,20170706171714,-1,-1,-1,-1
2970,20170706171718,1,2,1,2
2971,20170706171728,1,2,1,2
2972,20170706171729,-1,-1,-1,-1
2973,20170706171731,1,2,3,2
2974,20170706171732,-1,-1,-1,-1
2975,20170706171735,1,1,1,2
2976,20170706171746,-1,-1,-1,-1
2977,20170706171748,-1,-1,-1,-1
2978,20170706171755,-1,-1,-1,-1
2979,20170706171761,-1,-1,-1,-1
2980,20170706171762,1,2,1,2
2981,20170706171764,-1,-1,-1,-1
2982,20170706171771,-1,-1,-1,-1
2983,20170706171772,1,1,2,1
2984,20170706171784,1,1,3,1
2985,20170706171785,-1,-1,-1,-1
2986,20170706171795,-1,-1,-1,-1
2987,20170706171802,-1,-1,-1,-1
2988,20170706171805,-1,-1,-1,-1
2989,20170706171810,1,1,1,1
2990,20170706171819,2,-1,-1,-1
2991,20170706171843,-1,-1,-1,-1
2992,20170706171853,-1,-1,-1,-1
2993,20170706171865,-1,-1,-1,-1
2994,20170706171871,1,1,2,1
2995,20170706171872,1,1,2,1
2996,20170706171878,-1,-1,-1,-1
2997,20170706171879,-1,-1,-1,-1
2998,20170706171880,1,3,1,2
2999,20170706171883,1,1,5,1
3000,20170706171890,-1,-1,-1,-1
3001,20170706171892,-1,-1,-1,-1
3002,20170706171893,-1,-1,-1,-1
3003,20170706171900,1,1,1,2
3004,20170706171902,1,1,3,1
3005,20170706171915,-1,-1,-1,-1
3006,20170706171916,-1,-1,-1,-1
3007,20170706171917,-1,-1,-1,-1
3008,20170706171918,-1,-1,-1,-1
3009,20170706171922,-1,-1,-1,-1
3010,20170706171923,-1,-1,-1,-1
3011,20170706171929,-1,-1,-1,-1
3012,20170706171932,-1,-1,-1,-1
3013,20170706171944,1,1,2,1
3014,20170706171951,-1,-1,-1,-1
3015,20170706171959,-1,-1,-1,-1
3016,20170706171960,1,1,5,1
3017,20170706171986,-1,-1,-1,-1
3018,20170706171998,-1,-1,-1,-1
3019,20170706172000,1,2,2,2
3020,20170706172010,-1,-1,-1,-1
3021,20170706172038,-1,-1,-1,-1
3022,20170706172039,-1,-1,-1,-1
3023,20170706172040,2,-1,-1,-1
3024,20170706172043,-1,-1,-1,-1
3025,20170706172048,2,-1,-1,-1
3026,20170706172056,-1,-1,-1,-1
3027,20170706172073,1,1,3,1
3028,20170706172076,-1,-1,-1,-1
3029,20170706172085,-1,-1,-1,-1
3030,20170706172098,-1,-1,-1,-1
3031,20170706172099,-1,-1,-1,-1
3032,20170706172132,-1,-1,-1,-1
3033,20170706172160,-1,-1,-1,-1
3034,20170706172163,-1,-1,-1,-1
3035,20170706172167,-1,-1,-1,-1
3036,20170706172172,-1,-1,-1,-1
3037,20170706172181,-1,-1,-1,-1
3038,20170706172200,1,3,3,1
3039,20170706172201,-1,-1,-1,-1
3040,20170706172205,1,2,1,1
3041,20170706172227,1,2,5,2
3042,20170706172248,-1,-1,-1,-1
3043,20170706172256,-1,-1,-1,-1
3044,20170706172258,1,1,1,2
3045,20170706172263,1,1,3,2
3046,20170706172269,-1,-1,-1,-1
3047,20170706172271,-1,-1,-1,-1
3048,20170706172282,-1,-1,-1,-1
3049,20170706172288,-1,-1,-1,-1
3050,20170706172294,-1,-1,-1,-1
3051,20170706172300,-1,-1,-1,-1
3052,20170706172309,-1,-1,-1,-1
3053,20170706172311,-1,-1,-1,-1
3054,20170706172322,1,1,3,1
3055,20170706172333,-1,-1,-1,-1
3056,20170706172341,-1,-1,-1,-1
3057,20170706172343,-1,-1,-1,-1
3058,20170706172349,-1,-1,-1,-1
3059,20170706172364,-1,-1,-1,-1
3060,20170706172371,-1,-1,-1,-1
3061,20170706172372,-1,-1,-1,-1
3062,20170706172381,-1,-1,-1,-1
3063,20170706172392,-1,-1,-1,-1
3064,20170706172404,-1,-1,-1,-1
3065,20170706172405,-1,-1,-1,-1
3066,20170706172409,-1,-1,-1,-1
3067,20170706172410,-1,-1,-1,-1
3068,20170706172411,1,1,5,1
3069,20170706172416,-1,-1,-1,-1
3070,20170706172420,-1,-1,-1,-1
3071,20170706172423,-1,-1,-1,-1
3072,20170706172424,-1,-1,-1,-1
3073,20170706172430,-1,-1,-1,-1
3074,20170706172445,-1,-1,-1,-1
3075,20170706172448,1,1,4,1
3076,20170706172449,-1,-1,-1,-1
3077,20170706172467,1,1,4,1
3078,20170706172475,1,3,5,2
3079,20170706172476,-1,-1,-1,-1
3080,20170706172477,-1,-1,-1,-1
3081,20170706172493,-1,-1,-1,-1
3082,20170706172495,1,2,1,2
3083,20170706172496,-1,-1,-1,-1
3084,20170706172502,2,-1,-1,-1
3085,20170706172506,-1,-1,-1,-1
3086,20170706172514,1,2,1,1
3087,20170706172515,-1,-1,-1,-1
3088,20170706172516,-1,-1,-1,-1
3089,20170706172520,-1,-1,-1,-1
3090,20170706172521,-1,-1,-1,-1
3091,20170706172525,-1,-1,-1,-1
3092,20170706172529,-1,-1,-1,-1
3093,20170706172538,1,2,1,1
3094,20170706172548,1,2,2,1
3095,20170706172556,-1,-1,-1,-1
3096,20170707170042,-1,-1,-1,-1
3097,20170707170085,-1,-1,-1,-1
3098,20170707170131,-1,-1,-1,-1
3099,20170707170520,1,1,5,2
3100,20170707170521,-1,-1,-1,-1
3101,20170707170551,1,2,1,1
3102,20170707170634,1,1,3,1
3103,20170707170639,-1,-1,-1,-1
3104,20170707170686,-1,-1,-1,-1
3105,20170707170692,-1,-1,-1,-1
3106,20170707170740,-1,-1,-1,-1
3107,20170707170752,-1,-1,-1,-1
3108,20170707170820,1,1,2,1
3109,20170707170830,-1,-1,-1,-1
3110,20170707170862,-1,-1,-1,-1
3111,20170707170883,-1,-1,-1,-1
3112,20170707170934,-1,-1,-1,-1
3113,20170707170953,1,1,3,1
3114,20170707171028,-1,-1,-1,-1
3115,20170707171047,2,-1,-1,-1
3116,20170707171129,1,1,5,1
3117,20170707171184,-1,-1,-1,-1
3118,20170707171219,-1,-1,-1,-1
3119,20170707171236,1,3,2,1
3120,20170707171349,-1,-1,-1,-1
3121,20170707171353,1,2,5,2
3122,20170707171356,-1,-1,-1,-1
3123,20170707171415,-1,-1,-1,-1
3124,20170707171440,-1,-1,-1,-1
3125,20170707171492,-1,-1,-1,-1
3126,20170707171493,-1,-1,-1,-1
3127,20170707171519,-1,-1,-1,-1
3128,20170707171545,1,1,2,1
3129,20170707171578,-1,-1,-1,-1
3130,20170707171649,1,1,4,1
3131,20170707171661,-1,-1,-1,-1
3132,20170707171678,-1,-1,-1,-1
3133,20170707171682,-1,-1,-1,-1
3134,20170707171737,-1,-1,-1,-1
3135,20170707171744,2,-1,-1,-1
3136,20170707171802,2,-1,-1,-1
3137,20170707171804,-1,-1,-1,-1
3138,20170707171889,-1,-1,-1,-1
3139,20170707171899,-1,-1,-1,-1
3140,20170707171901,-1,-1,-1,-1
3141,20170707172042,-1,-1,-1,-1
3142,20170707172068,-1,-1,-1,-1
3143,20170707172101,1,1,3,2
3144,20170707172118,-1,-1,-1,-1
3145,20170707172173,1,3,5,1
3146,20170707172230,-1,-1,-1,-1
3147,20170707172262,-1,-1,-1,-1
3148,20170707172289,-1,-1,-1,-1
3149,20170707172335,-1,-1,-1,-1
3150,20170707172360,-1,-1,-1,-1
3151,20170707172527,-1,-1,-1,-1
3152,20170805170784,-1,-1,-1,-1
3153,20170805171706,1,1,2,1
3154,20170806170077,-1,-1,-1,-1
3155,20170806170086,2,-1,-1,-1
3156,20170806170096,1,1,5,1
3157,20170806170102,-1,-1,-1,-1
3158,20170806170501,-1,-1,-1,-1
3159,20170806170561,-1,-1,-1,-1
3160,20170806170616,-1,-1,-1,-1
3161,20170806170626,1,2,5,1
3162,20170806170642,1,1,3,1
3163,20170806170730,1,2,3,1
3164,20170806170733,-1,-1,-1,-1
3165,20170806170822,1,1,1,2
3166,20170806170830,-1,-1,-1,-1
3167,20170806170847,1,1,1,1
3168,20170806170863,-1,-1,-1,-1
3169,20170806170904,1,2,3,2
3170,20170806170907,1,1,1,2
3171,20170806171002,-1,-1,-1,-1
3172,20170806171034,-1,-1,-1,-1
3173,20170806171090,1,2,4,1
3174,20170806171102,1,1,7,1
3175,20170806171153,-1,-1,-1,-1
3176,20170806171177,-1,-1,-1,-1
3177,20170806171277,-1,-1,-1,-1
3178,20170806171278,-1,-1,-1,-1
3179,20170806171318,-1,-1,-1,-1
3180,20170806171327,1,1,3,1
3181,20170806171329,-1,-1,-1,-1
3182,20170806171388,-1,-1,-1,-1
3183,20170806171398,1,1,5,2
3184,20170806171463,-1,-1,-1,-1
3185,20170806171499,-1,-1,-1,-1
3186,20170806171606,1,1,3,2
3187,20170806171620,-1,-1,-1,-1
