,personid,year_week,expgroup,perform1,Selected,age,tenure,grosswage,children,bedroom,commute,men,married,volunteer,high_educ
9383,25700,201007.0,1.0,-1.2271774,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9384,25700,201008.0,1.0,-1.0909364,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9385,25700,201009.0,1.0,-0.9546665,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9386,25700,201010.0,1.0,-0.55201745,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9387,25700,201011.0,1.0,-0.29297352,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9388,25700,201012.0,1.0,-0.4720874,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9389,25700,201013.0,1.0,-1.0282298,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9390,25700,201014.0,1.0,-0.7602243,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9391,25700,201015.0,1.0,-0.66568106,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9392,25700,201016.0,1.0,-0.73386836,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9393,25700,201017.0,1.0,-0.25428152,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9394,25700,201018.0,1.0,-0.8888021,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9395,25700,201019.0,1.0,-0.8165202,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9396,25700,201020.0,1.0,-1.2326432,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9397,25700,201021.0,1.0,-0.48115057,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9398,25700,201022.0,1.0,-1.0113733,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9399,25700,201023.0,1.0,-1.2055147,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9400,25700,201024.0,1.0,-0.9168587,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9401,25700,201025.0,1.0,-1.2916304,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9402,25700,201026.0,1.0,-0.8274447,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9403,25700,201027.0,1.0,-0.5506143,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9404,25700,201028.0,1.0,0.4835952,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9405,25700,201029.0,1.0,0.2218802,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9406,25700,201030.0,1.0,-1.7243699,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9407,25700,201031.0,1.0,0.104362115,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9408,25700,201032.0,1.0,-0.37035924,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9409,25700,201033.0,1.0,0.04202246,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9410,25700,201034.0,1.0,-0.31079382,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9411,25700,201035.0,1.0,-0.4953598,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9412,25700,201036.0,1.0,-0.48984852,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9413,25700,201037.0,1.0,0.10653619,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9414,25700,201038.0,1.0,-0.9463947,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9415,25700,201039.0,1.0,-1.2558647,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9416,25700,201040.0,1.0,-0.872838,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9417,25700,201041.0,1.0,-1.3033578,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9418,25700,201042.0,1.0,-0.14765748,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9419,25700,201043.0,1.0,-0.6814861,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9420,25700,201044.0,1.0,-0.7810166,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9421,25700,201045.0,1.0,-1.3151749,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9422,25700,201046.0,1.0,-1.0769149,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9423,25700,201047.0,1.0,-1.5963771,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9424,25700,201048.0,1.0,-1.121446,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9425,25700,201049.0,1.0,-1.0733156,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9426,25700,201050.0,1.0,-0.7669426,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9427,25700,201051.0,1.0,-0.41860297,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9428,25700,201052.0,1.0,-0.62471855,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9429,25700,201053.0,1.0,-1.2066997,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9430,25700,201101.0,1.0,-1.3233556,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9431,25700,201102.0,1.0,-1.7243699,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9432,25700,201103.0,1.0,-0.9082673,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9433,25700,201104.0,1.0,-1.1327459,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9434,25700,201105.0,1.0,-1.3368818,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9435,25700,201106.0,1.0,-1.2290744,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9436,25700,201107.0,1.0,-1.0216535,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9437,25700,201108.0,1.0,-0.65137374,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9438,25700,201109.0,1.0,-0.49359143,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9439,25700,201110.0,1.0,-0.5807047,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9440,25700,201111.0,1.0,-0.7302472,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9441,25700,201112.0,1.0,-0.89267856,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9442,25700,201113.0,1.0,-0.82651484,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9443,25700,201114.0,1.0,-0.9832558,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9444,25700,201115.0,1.0,0.077997744,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9445,25700,201116.0,1.0,-0.2412422,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9446,25700,201117.0,1.0,-0.61617786,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9447,25700,201118.0,1.0,-1.3441327,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9448,25700,201119.0,1.0,-0.5474123,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9449,25700,201120.0,1.0,-0.75500554,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9450,25700,201121.0,1.0,-1.024083,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9451,25700,201122.0,1.0,-1.2923135,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9452,25700,201123.0,1.0,-0.85712254,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9453,25700,201124.0,1.0,-0.56265616,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9454,25700,201125.0,1.0,-0.7682393,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9455,25700,201126.0,1.0,-1.6202362,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9456,25700,201127.0,1.0,-0.4361781,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9457,25700,201128.0,1.0,0.30379665,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9458,25700,201129.0,1.0,-0.23744011,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9459,25700,201130.0,1.0,-0.20742577,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9460,25700,201131.0,1.0,-0.22884697,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9461,25700,201132.0,1.0,-0.6380656,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9462,25700,201133.0,1.0,-1.1168122,1,27.0,32.0,3.1886568,no,yes,30.0,1.0,0.0,1.0,1.0
9463,13574,201001.0,1.0,-1.1451906,1,30.0,53.0,4.197055,yes,yes,190.0,1.0,1.0,1.0,1.0
9464,13574,201002.0,1.0,2.967372,1,30.0,53.0,4.197055,yes,yes,190.0,1.0,1.0,1.0,1.0
9465,13574,201003.0,1.0,1.632018,1,30.0,53.0,4.197055,yes,yes,190.0,1.0,1.0,1.0,1.0
9466,13574,201004.0,1.0,2.0703092,1,30.0,53.0,4.197055,yes,yes,190.0,1.0,1.0,1.0,1.0
9467,13574,201005.0,1.0,1.8941733,1,30.0,53.0,4.197055,yes,yes,190.0,1.0,1.0,1.0,1.0
9468,13574,201006.0,1.0,1.656595,1,30.0,53.0,4.197055,yes,yes,190.0,1.0,1.0,1.0,1.0
9469,13574,201007.0,1.0,1.3043238,1,30.0,53.0,4.197055,yes,yes,190.0,1.0,1.0,1.0,1.0
9470,13574,201008.0,1.0,1.9433274,1,30.0,53.0,4.197055,yes,yes,190.0,1.0,1.0,1.0,1.0
9471,13574,201009.0,1.0,0.87832123,1,30.0,53.0,4.197055,yes,yes,190.0,1.0,1.0,1.0,1.0
9472,13574,201010.0,1.0,2.320176,1,30.0,53.0,4.197055,yes,yes,190.0,1.0,1.0,1.0,1.0
9473,13574,201011.0,1.0,0.108239815,1,30.0,53.0,4.197055,yes,yes,190.0,1.0,1.0,1.0,1.0
9474,13574,201012.0,1.0,0.12052834,1,30.0,53.0,4.197055,yes,yes,190.0,1.0,1.0,1.0,1.0
9475,13574,201013.0,1.0,1.3739587,1,30.0,53.0,4.197055,yes,yes,190.0,1.0,1.0,1.0,1.0
9476,13574,201014.0,1.0,1.1527652,1,30.0,53.0,4.197055,yes,yes,190.0,1.0,1.0,1.0,1.0
9477,13574,201015.0,1.0,1.1937269,1,30.0,53.0,4.197055,yes,yes,190.0,1.0,1.0,1.0,1.0
9478,13574,201016.0,1.0,2.4266763,1,30.0,53.0,4.197055,yes,yes,190.0,1.0,1.0,1.0,1.0
9479,13574,201017.0,1.0,0.7185703,1,30.0,53.0,4.197055,yes,yes,190.0,1.0,1.0,1.0,1.0
9480,13574,201018.0,1.0,2.1194632,1,30.0,53.0,4.197055,yes,yes,190.0,1.0,1.0,1.0,1.0
9481,13574,201019.0,1.0,1.1527652,1,30.0,53.0,4.197055,yes,yes,190.0,1.0,1.0,1.0,1.0
9482,13574,201020.0,1.0,1.701653,1,30.0,53.0,4.197055,yes,yes,190.0,1.0,1.0,1.0,1.0
9483,13574,201021.0,1.0,1.3452854,1,30.0,53.0,4.197055,yes,yes,190.0,1.0,1.0,1.0,1.0
9484,13574,201022.0,1.0,2.5167925,1,30.0,53.0,4.197055,yes,yes,190.0,1.0,1.0,1.0,1.0
9485,13574,201023.0,1.0,1.0421683,1,30.0,53.0,4.197055,yes,yes,190.0,1.0,1.0,1.0,1.0
9486,13574,201024.0,1.0,1.980193,1,30.0,53.0,4.197055,yes,yes,190.0,1.0,1.0,1.0,1.0
9487,13574,201025.0,1.0,1.5419021,1,30.0,53.0,4.197055,yes,yes,190.0,1.0,1.0,1.0,1.0
9488,13574,201026.0,1.0,2.1727133,1,30.0,53.0,4.197055,yes,yes,190.0,1.0,1.0,1.0,1.0
9489,13574,201027.0,1.0,1.5705752,1,30.0,53.0,4.197055,yes,yes,190.0,1.0,1.0,1.0,1.0
9490,13574,201028.0,1.0,1.2264963,1,30.0,53.0,4.197055,yes,yes,190.0,1.0,1.0,1.0,1.0
9491,13574,201029.0,1.0,1.3411894,1,30.0,53.0,4.197055,yes,yes,190.0,1.0,1.0,1.0,1.0
9492,13574,201030.0,1.0,0.8127824,1,30.0,53.0,4.197055,yes,yes,190.0,1.0,1.0,1.0,1.0
9493,13574,201042.0,1.0,-0.45293656,1,30.0,53.0,4.197055,yes,yes,190.0,1.0,1.0,1.0,1.0
9494,13574,201043.0,1.0,0.9930142,1,30.0,53.0,4.197055,yes,yes,190.0,1.0,1.0,1.0,1.0
9495,13574,201044.0,1.0,2.6560626,1,30.0,53.0,4.197055,yes,yes,190.0,1.0,1.0,1.0,1.0
9496,13574,201045.0,1.0,1.3739587,1,30.0,53.0,4.197055,yes,yes,190.0,1.0,1.0,1.0,1.0
9497,13574,201046.0,1.0,2.3119833,1,30.0,53.0,4.197055,yes,yes,190.0,1.0,1.0,1.0,1.0
9498,13574,201047.0,1.0,1.4558823,1,30.0,53.0,4.197055,yes,yes,190.0,1.0,1.0,1.0,1.0
9499,13574,201048.0,1.0,3.0779688,1,30.0,53.0,4.197055,yes,yes,190.0,1.0,1.0,1.0,1.0
9500,13574,201049.0,1.0,1.7549032,1,30.0,53.0,4.197055,yes,yes,190.0,1.0,1.0,1.0,1.0
9501,13574,201050.0,1.0,3.0411031,1,30.0,53.0,4.197055,yes,yes,190.0,1.0,1.0,1.0,1.0
9502,13574,201051.0,1.0,2.2587333,1,30.0,53.0,4.197055,yes,yes,190.0,1.0,1.0,1.0,1.0
9503,13574,201052.0,1.0,3.2541044,1,30.0,53.0,4.197055,yes,yes,190.0,1.0,1.0,1.0,1.0
9504,13574,201053.0,1.0,0.26799077,1,30.0,53.0,4.197055,yes,yes,190.0,1.0,1.0,1.0,1.0
9505,38040,201001.0,1.0,-0.74259675,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9506,38040,201002.0,1.0,-0.6237212,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9507,38040,201003.0,1.0,-0.57791525,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9508,38040,201004.0,1.0,-0.63454074,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9509,38040,201005.0,1.0,-0.35406724,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9510,38040,201006.0,1.0,-0.51592886,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9511,38040,201007.0,1.0,-0.019972319,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9512,38040,201008.0,1.0,-0.18316951,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9513,38040,201009.0,1.0,0.01869601,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9514,38040,201010.0,1.0,0.11347092,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9515,38040,201011.0,1.0,-0.25623074,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9516,38040,201012.0,1.0,0.15448743,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9517,38040,201013.0,1.0,0.4955154,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9518,38040,201014.0,1.0,1.0317599,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9519,38040,201015.0,1.0,0.41488886,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9520,38040,201016.0,1.0,0.43596685,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9521,38040,201017.0,1.0,0.4884082,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9522,38040,201018.0,1.0,0.32800725,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9523,38040,201019.0,1.0,0.63491285,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9524,38040,201020.0,1.0,0.20083262,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9525,38040,201021.0,1.0,0.41906455,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9526,38040,201022.0,1.0,0.35266924,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9527,38040,201023.0,1.0,0.52726257,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9528,38040,201024.0,1.0,0.07349913,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9529,38040,201025.0,1.0,0.36171207,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9530,38040,201026.0,1.0,0.22035702,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9531,38040,201027.0,1.0,0.28504318,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9532,38040,201028.0,1.0,-0.073351964,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9533,38040,201029.0,1.0,0.33797312,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9534,38040,201030.0,1.0,0.016934427,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9535,38040,201031.0,1.0,0.119186684,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9536,38040,201032.0,1.0,-0.51511747,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9537,38040,201033.0,1.0,-0.6436124,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9538,38040,201034.0,1.0,0.17204735,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9539,38040,201035.0,1.0,0.50086266,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9540,38040,201036.0,1.0,0.2114494,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9541,38040,201037.0,1.0,0.19619879,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9542,38040,201038.0,1.0,1.0197028,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9543,38040,201039.0,1.0,0.6878292,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9544,38040,201040.0,1.0,0.9709721,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9545,38040,201041.0,1.0,0.43263644,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9546,38040,201042.0,1.0,0.5181977,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9547,38040,201043.0,1.0,0.3481622,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9548,38040,201044.0,1.0,0.39255816,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9549,38040,201045.0,1.0,-0.17991517,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9550,38040,201046.0,1.0,0.4369998,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9551,38040,201047.0,1.0,-0.1858609,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9552,38040,201048.0,1.0,0.19186419,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9553,38040,201049.0,1.0,-0.77588063,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9554,38040,201051.0,1.0,-0.36031896,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9555,38040,201052.0,1.0,-0.68842936,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9556,38040,201053.0,1.0,-0.78453976,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9557,38040,201101.0,1.0,-0.65982324,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9558,38040,201102.0,1.0,-0.23363125,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9559,38040,201103.0,1.0,-0.93756986,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9560,38040,201104.0,1.0,-0.6652601,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9561,38040,201105.0,1.0,-0.255541,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9562,38040,201106.0,1.0,-0.8466478,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9563,38040,201107.0,1.0,-0.93358856,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9564,38040,201108.0,1.0,-0.6588038,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9565,38040,201109.0,1.0,0.32710788,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9566,38040,201110.0,1.0,0.4128872,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9567,38040,201111.0,1.0,0.3684456,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9568,38040,201112.0,1.0,0.64577806,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9569,38040,201113.0,1.0,0.83260775,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9570,38040,201114.0,1.0,0.24069116,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9571,38040,201115.0,1.0,0.8640777,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9572,38040,201116.0,1.0,0.89201593,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9573,38040,201117.0,1.0,-0.28371936,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9574,38040,201118.0,1.0,-0.15404612,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9575,38040,201119.0,1.0,0.4087487,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9576,38040,201120.0,1.0,0.8015824,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9577,38040,201121.0,1.0,0.37767607,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9578,38040,201122.0,1.0,0.75612134,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9579,38040,201123.0,1.0,0.16956559,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9580,38040,201124.0,1.0,0.49413076,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9581,38040,201125.0,1.0,-1.3248398,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9582,38040,201126.0,1.0,0.3160718,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9583,38040,201127.0,1.0,0.5000748,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9584,38040,201129.0,1.0,0.8362982,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9585,38040,201130.0,1.0,0.35114095,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9586,38040,201131.0,1.0,0.81463534,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9587,38040,201132.0,1.0,1.1187227,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9588,38040,201133.0,1.0,1.1394085,1,22.0,11.0,2.4195065,no,yes,120.0,0.0,1.0,1.0,0.0
9589,24324,201001.0,1.0,-2.2542422,1,23.0,34.0,2.5267766,no,yes,35.0,1.0,0.0,0.0,1.0
9590,24324,201002.0,1.0,-0.42184746,1,23.0,34.0,2.5267766,no,yes,35.0,1.0,0.0,0.0,1.0
9591,24324,201003.0,1.0,-0.3946425,1,23.0,34.0,2.5267766,no,yes,35.0,1.0,0.0,0.0,1.0
9592,24324,201004.0,1.0,0.2712803,1,23.0,34.0,2.5267766,no,yes,35.0,1.0,0.0,0.0,1.0
9593,24324,201005.0,1.0,-0.16552117,1,23.0,34.0,2.5267766,no,yes,35.0,1.0,0.0,0.0,1.0
9594,24324,201006.0,1.0,-0.18579686,1,23.0,34.0,2.5267766,no,yes,35.0,1.0,0.0,0.0,1.0
9595,24324,201007.0,1.0,-0.6203769,1,23.0,34.0,2.5267766,no,yes,35.0,1.0,0.0,0.0,1.0
9596,24324,201008.0,1.0,-0.24152763,1,23.0,34.0,2.5267766,no,yes,35.0,1.0,0.0,0.0,1.0
9597,24324,201009.0,1.0,-0.61360306,1,23.0,34.0,2.5267766,no,yes,35.0,1.0,0.0,0.0,1.0
9598,24324,201010.0,1.0,-0.24452607,1,23.0,34.0,2.5267766,no,yes,35.0,1.0,0.0,0.0,1.0
9599,24324,201011.0,1.0,-0.4940785,1,23.0,34.0,2.5267766,no,yes,35.0,1.0,0.0,0.0,1.0
9600,24324,201012.0,1.0,0.2474623,1,23.0,34.0,2.5267766,no,yes,35.0,1.0,0.0,0.0,1.0
9601,24324,201013.0,1.0,-0.18240993,1,23.0,34.0,2.5267766,no,yes,35.0,1.0,0.0,0.0,1.0
9602,24324,201014.0,1.0,-0.18295382,1,23.0,34.0,2.5267766,no,yes,35.0,1.0,0.0,0.0,1.0
9603,24324,201015.0,1.0,-0.83354187,1,23.0,34.0,2.5267766,no,yes,35.0,1.0,0.0,0.0,1.0
9604,24324,201016.0,1.0,-0.016181746,1,23.0,34.0,2.5267766,no,yes,35.0,1.0,0.0,0.0,1.0
9605,24324,201017.0,1.0,-0.35649976,1,23.0,34.0,2.5267766,no,yes,35.0,1.0,0.0,0.0,1.0
